clip_id,clip_path,source_id,source_video_id,camera_id,source_start_sec,source_end_sec,duration_sec,fps,width,height,codec,sha256,qc_status,metadata_status,sampled_frame_count,vehicle_density_score,object_count_estimate,observed_classes,activity_score,motion_variation_score,brightness_score,low_light_score,visual_variation_score,foreground_occupancy_score,persistence_score,diversity_score,small_far_score,occlusion_score,boundary_edge_score,blur_score,crowded_score,fast_motion_score,hardcase_tags,hardcase_score,event_likelihood_score,event_likelihood_level,candidate_score,source_rank,global_rank,selection_rank,recommended_for_shortlist,selection_status,selection_reason,manual_review_status,manual_review_label,manual_review_notes,signal_status,prediction_status,notes
interrupted_2026-09-17_C110,data/clips/interrupted_2026-09-17_C110.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,11990.0,12110.0,120.0,30.0,1920,1080,h264,5462c89f2aa619249f69ca6ace22e52a731dabf9cdee41d00fb65dd1d3393a30,PASS,WARNING,12,0.095518,7.273,NOT_INFERRED_NO_DETECTOR,0.129726,0.150921,0.478679,0.000000,0.078893,0.095518,0.818182,0.145679,0.853613,0.376316,0.115718,0.000000,0.606061,0.188120,SMALL_FAR,0.342079,0.253521,MEDIUM,0.244050,173,269,269,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C111,data/clips/interrupted_2026-09-17_C111.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12100.0,12220.0,120.0,30.0,1920,1080,h264,10d9a075ca4f63cc20d29c282d39ee1214f2fcef0cf450a87c8a9af8d16544f2,PASS,WARNING,12,0.127055,7.182,NOT_INFERRED_NO_DETECTOR,0.157691,0.158298,0.475892,0.000000,0.121462,0.127055,0.909091,0.120203,0.673712,0.386341,0.136131,0.000000,0.598485,0.214718,SMALL_FAR,0.315938,0.298547,MEDIUM,0.254412,137,225,225,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C112,data/clips/interrupted_2026-09-17_C112.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12210.0,12330.0,120.0,30.0,1920,1080,h264,7ffff42ca4fa114a248dacab605dae12c33697acc1a13e8207c245e47602e0be,PASS,WARNING,12,0.182109,7.636,NOT_INFERRED_NO_DETECTOR,0.221075,0.277796,0.471084,0.000000,0.124348,0.182109,0.909091,0.180696,0.688197,0.431949,0.212489,0.000000,0.636364,0.333130,SMALL_FAR,0.355891,0.334899,MEDIUM,0.299361,84,154,154,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C113,data/clips/interrupted_2026-09-17_C113.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12320.0,12440.0,120.0,30.0,1920,1080,h264,4e9317fbe5d5c0c4ec54595d976ebefe81b5394c65af3986cb4adecff08f7f54,PASS,WARNING,12,0.136591,8.727,NOT_INFERRED_NO_DETECTOR,0.180394,0.185273,0.470434,0.000000,0.113348,0.136591,0.909091,0.118251,0.742921,0.461466,0.264750,0.000000,0.727273,0.271069,SMALL_FAR|CROWDED,0.384288,0.306459,MEDIUM,0.279246,101,180,180,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C114,data/clips/interrupted_2026-09-17_C114.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12430.0,12550.0,120.0,30.0,1920,1080,h264,88ff0966c0d2c1688d278fec32195b76823557b3c066b1b975117943bde7da68,PASS,WARNING,12,0.110218,7.818,NOT_INFERRED_NO_DETECTOR,0.151713,0.191547,0.473406,0.000000,0.123012,0.110218,0.818182,0.116447,0.839610,0.407931,0.248918,0.000000,0.651515,0.231610,SMALL_FAR|CROWDED,0.375124,0.272397,MEDIUM,0.258607,131,216,216,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C115,data/clips/interrupted_2026-09-17_C115.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12540.0,12660.0,120.0,30.0,1920,1080,h264,a7ed324d8e969dcc2500a81ed29c9c8ceb5b4196f0772e28140b38c4f6366382,PASS,WARNING,12,0.098838,6.818,NOT_INFERRED_NO_DETECTOR,0.154301,0.198510,0.464681,0.000000,0.156417,0.098838,0.818182,0.121080,0.798521,0.356977,0.148557,0.000000,0.568182,0.272436,SMALL_FAR,0.338110,0.275240,MEDIUM,0.250582,149,240,240,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C116,data/clips/interrupted_2026-09-17_C116.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12650.0,12770.0,120.0,30.0,1920,1080,h264,f680be4922ac073672af75f7b60d4b360483f11272933cc73875ff7cb26d4958,PASS,WARNING,12,0.072475,6.455,NOT_INFERRED_NO_DETECTOR,0.117238,0.142756,0.470768,0.000000,0.117494,0.072475,0.727273,0.161410,0.817104,0.328447,0.174998,0.000000,0.537879,0.184862,SMALL_FAR,0.325805,0.230172,LOW,0.231020,217,328,328,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C117,data/clips/interrupted_2026-09-17_C117.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12760.0,12880.0,120.0,30.0,1920,1080,h264,8ea7b508e7dfd510ee8da2dd18bc158ae6787ef75d48e896bfbb198f7ac9bd9f,PASS,WARNING,12,0.118605,5.818,NOT_INFERRED_NO_DETECTOR,0.167761,0.248355,0.470334,0.000000,0.152700,0.118605,0.727273,0.123175,0.751220,0.320039,0.176082,0.000000,0.484848,0.293964,SMALL_FAR,0.317528,0.265834,MEDIUM,0.242861,175,274,274,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C118,data/clips/interrupted_2026-09-17_C118.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12870.0,12990.0,120.0,30.0,1920,1080,h264,9701c8173b67ac26cc83fb25fca13d3a125bc84c37e53b9276b89b5cf4cdf2a7,PASS,WARNING,12,0.082115,5.091,NOT_INFERRED_NO_DETECTOR,0.127162,0.156021,0.470665,0.000000,0.123571,0.082115,0.727273,0.164676,0.714177,0.270285,0.268182,0.000000,0.424242,0.202064,SMALL_FAR,0.296064,0.237223,LOW,0.227433,230,345,345,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C119,data/clips/interrupted_2026-09-17_C119.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,12980.0,13100.0,120.0,30.0,1920,1080,h264,1d3ffa4f9bc3db84f14fcfbd65983828b74eb85932d0a0f61c2148a72ecc62a0,PASS,WARNING,12,0.126727,7.091,NOT_INFERRED_NO_DETECTOR,0.157142,0.215182,0.469120,0.000000,0.136052,0.126727,0.818182,0.098335,0.707891,0.382027,0.170389,0.000000,0.590909,0.241702,SMALL_FAR,0.328308,0.281823,MEDIUM,0.246849,162,255,255,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C120,data/clips/interrupted_2026-09-17_C120.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13090.0,13210.0,120.0,30.0,1920,1080,h264,e5d0c4e559eccb79c47e19ec53f198251dfef8911d57e3059c2cb2bf5d7874be,PASS,WARNING,12,0.088491,6.000,NOT_INFERRED_NO_DETECTOR,0.146914,0.189850,0.468016,0.000000,0.149561,0.088491,0.818182,0.134790,0.841519,0.314821,0.270641,0.000000,0.500000,0.231882,SMALL_FAR,0.341264,0.268493,MEDIUM,0.250213,152,244,244,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C121,data/clips/interrupted_2026-09-17_C121.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13200.0,13320.0,120.0,30.0,1920,1080,h264,abc30851e7e1e11f7d7f08e38b298e5b8a43416817d721befc4cb99c05f8247d,PASS,WARNING,12,0.123756,4.455,NOT_INFERRED_NO_DETECTOR,0.172415,0.248571,0.468466,0.000000,0.168244,0.123756,0.818182,0.143188,0.669697,0.259857,0.309091,0.000000,0.371212,0.321743,SMALL_FAR,0.298201,0.290731,MEDIUM,0.252067,144,234,234,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C122,data/clips/interrupted_2026-09-17_C122.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13310.0,13430.0,120.0,30.0,1920,1080,h264,e7846ff0c904174eb165a145c98b925ce50bc381e2f32043a9b7742709bfefaa,PASS,WARNING,12,0.132711,7.000,NOT_INFERRED_NO_DETECTOR,0.174715,0.175764,0.463045,0.000000,0.180506,0.132711,0.909091,0.167277,0.691444,0.380554,0.258051,0.000000,0.583333,0.240771,SMALL_FAR,0.336090,0.315695,MEDIUM,0.277773,104,183,183,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C123,data/clips/interrupted_2026-09-17_C123.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13420.0,13540.0,120.0,30.0,1920,1080,h264,4d032dda3db4855ec58301efa8280b7628a7b1d5d512c4bfa86e16b73b93009e,PASS,WARNING,12,0.089574,6.455,NOT_INFERRED_NO_DETECTOR,0.158863,0.168438,0.464775,0.000000,0.169923,0.089574,0.909091,0.146433,0.758369,0.336142,0.241991,0.000000,0.537879,0.230505,SMALL_FAR,0.331166,0.294843,MEDIUM,0.261982,127,212,212,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C124,data/clips/interrupted_2026-09-17_C124.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13530.0,13650.0,120.0,30.0,1920,1080,h264,4ee3a4c8c54df11bb607d65cdff5d44fc05cbe0788ac7ce16e86c4baff15ed30,PASS,WARNING,12,0.049201,5.091,NOT_INFERRED_NO_DETECTOR,0.116090,0.156773,0.473435,0.000000,0.115980,0.049201,0.727273,0.181701,0.874852,0.255474,0.222058,0.000000,0.424242,0.196587,SMALL_FAR,0.315797,0.221677,LOW,0.228165,227,341,341,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C125,data/clips/interrupted_2026-09-17_C125.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13640.0,13760.0,120.0,30.0,1920,1080,h264,0e9adeef03338299aebcc745136e4d61dcbe767648306af4c038470a7e0ea510,PASS,WARNING,12,0.075069,5.818,NOT_INFERRED_NO_DETECTOR,0.129522,0.120132,0.472194,0.000000,0.123645,0.075069,0.818182,0.174291,0.802670,0.300448,0.085065,0.000000,0.484848,0.172901,SMALL_FAR,0.296776,0.254569,MEDIUM,0.236931,195,300,300,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C126,data/clips/interrupted_2026-09-17_C126.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13750.0,13870.0,120.0,30.0,1920,1080,h264,88b811b8a631bc066b04a645bb2f61249fdfd9a24b5429bc626ac0a39930a5bb,PASS,WARNING,12,0.098179,6.727,NOT_INFERRED_NO_DETECTOR,0.149464,0.137663,0.464963,0.000000,0.140775,0.098179,0.909091,0.133040,0.745346,0.352514,0.126587,0.000000,0.560606,0.190763,SMALL_FAR,0.313825,0.289985,MEDIUM,0.251547,145,236,236,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C127,data/clips/interrupted_2026-09-17_C127.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13860.0,13980.0,120.0,30.0,1920,1080,h264,11695143749d9f4d132144af6abca86c1854773eb333f1f716728506702c2c5a,PASS,WARNING,12,0.147670,8.091,NOT_INFERRED_NO_DETECTOR,0.189485,0.215441,0.462212,0.000000,0.140714,0.147670,0.909091,0.139825,0.758644,0.437285,0.218648,0.000000,0.674242,0.289957,SMALL_FAR|CROWDED,0.371060,0.317607,MEDIUM,0.285198,93,167,167,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C128,data/clips/interrupted_2026-09-17_C128.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,13970.0,14090.0,120.0,30.0,1920,1080,h264,d2e0d80ace252f676ffa177ce1cf6f3919ef18761229387c0f259238d48027b1,PASS,WARNING,12,0.131847,7.182,NOT_INFERRED_NO_DETECTOR,0.173278,0.219432,0.456809,0.000000,0.147610,0.131847,0.727273,0.118094,0.751584,0.388498,0.303719,0.000000,0.598485,0.279357,SMALL_FAR,0.361476,0.270910,MEDIUM,0.257046,136,222,222,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C129,data/clips/interrupted_2026-09-17_C129.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14080.0,14200.0,120.0,30.0,1920,1080,h264,8f0fbcf41d3589a02caa06d9b696c2c435487ae48205e566f1d846b641d0e1b5,PASS,WARNING,12,0.133504,9.545,NOT_INFERRED_NO_DETECTOR,0.174056,0.180621,0.448996,0.000000,0.118930,0.133504,0.909091,0.118231,0.730217,0.497577,0.255173,0.000000,0.795455,0.248078,SMALL_FAR|CROWDED,0.393866,0.304703,MEDIUM,0.280426,99,177,177,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C130,data/clips/interrupted_2026-09-17_C130.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14190.0,14310.0,120.0,30.0,1920,1080,h264,319b68920f9309c8ccc86e1798d12ac07119401ae5e6298f4a1124bed4641b63,PASS,WARNING,12,0.061225,5.364,NOT_INFERRED_NO_DETECTOR,0.114245,0.110519,0.450105,0.000000,0.117760,0.061225,0.818182,0.170750,0.867424,0.273384,0.194913,0.000000,0.446970,0.157842,SMALL_FAR,0.312154,0.244678,MEDIUM,0.234612,202,310,310,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C131,data/clips/interrupted_2026-09-17_C131.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14300.0,14420.0,120.0,30.0,1920,1080,h264,59a67439af1dbc80b64cdc86b88330b452de44c61107abb3676c169d9248b2af,PASS,WARNING,12,0.048927,5.000,NOT_INFERRED_NO_DETECTOR,0.093252,0.115888,0.441350,0.000000,0.080702,0.048927,0.454545,0.247312,0.811364,0.251184,0.202273,0.000000,0.416667,0.145189,SMALL_FAR,0.293619,0.151794,LOW,0.201673,281,413,413,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C132,data/clips/interrupted_2026-09-17_C132.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14410.0,14530.0,120.0,30.0,1920,1080,h264,d9af26de20efb082643fac455034b45b06dca26c617c430719221d2888029cdc,PASS,WARNING,12,0.098217,5.909,NOT_INFERRED_NO_DETECTOR,0.146437,0.182438,0.430108,0.000000,0.127882,0.098217,0.818182,0.086481,0.733537,0.315031,0.255788,0.000000,0.492424,0.217262,SMALL_FAR,0.316811,0.267769,MEDIUM,0.234309,205,313,313,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C133,data/clips/interrupted_2026-09-17_C133.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14520.0,14640.0,120.0,30.0,1920,1080,h264,b291ad716ee13c33302c925e51db80a7ea83c21dd13f9a5536eedaf078032532,PASS,WARNING,12,0.132134,8.818,NOT_INFERRED_NO_DETECTOR,0.186954,0.233091,0.408125,0.000000,0.173179,0.132134,0.818182,0.145441,0.755361,0.463627,0.227156,0.000000,0.734848,0.307680,SMALL_FAR|CROWDED,0.387172,0.298394,MEDIUM,0.282347,96,173,173,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C134,data/clips/interrupted_2026-09-17_C134.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14630.0,14750.0,120.0,30.0,1920,1080,h264,f63e170f66eebc79aa3ad8082c7aab625fca6bfa38c529145a8ad37f3414111c,PASS,WARNING,12,0.150729,7.545,NOT_INFERRED_NO_DETECTOR,0.214926,0.330769,0.402652,0.000000,0.168282,0.150729,0.818182,0.208483,0.749084,0.413661,0.291009,0.000000,0.628788,0.354103,SMALL_FAR,0.376587,0.311387,MEDIUM,0.299545,82,152,152,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C135,data/clips/interrupted_2026-09-17_C135.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14740.0,14860.0,120.0,30.0,1920,1080,h264,5fa1a81a59d2cf644e7f6fa275ad2427805f3024e1417407fd248384829b5038,PASS,WARNING,12,0.235470,8.545,NOT_INFERRED_NO_DETECTOR,0.278766,0.292970,0.380766,0.000000,0.182658,0.235470,0.909091,0.359485,0.753778,0.497628,0.252643,0.000000,0.712121,0.412428,SMALL_FAR|CROWDED,0.404149,0.379114,HIGH,0.370549,44,91,91,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C136,data/clips/interrupted_2026-09-17_C136.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14850.0,14970.0,120.0,30.0,1920,1080,h264,74da6486b5174094d4b19803c50afe71f69e295d0fc68af734a0ebe46ad8aa6b,PASS,WARNING,12,0.255982,8.727,NOT_INFERRED_NO_DETECTOR,0.304812,0.358334,0.374978,0.016739,0.231413,0.255982,0.909091,0.474881,0.604230,0.515192,0.282661,0.000000,0.727273,0.487487,CROWDED,0.396997,0.401896,HIGH,0.402012,28,66,66,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C137,data/clips/interrupted_2026-09-17_C137.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,14960.0,15080.0,120.0,30.0,1920,1080,h264,b14e0653201a2b0f999e3911b44a9eb5ae1e56b6ff84d2aa8b2c21196f97ba1c,PASS,WARNING,12,0.241518,9.182,NOT_INFERRED_NO_DETECTOR,0.262996,0.304272,0.372839,0.023872,0.198616,0.241518,0.909091,0.387205,0.675598,0.529517,0.290698,0.000000,0.765152,0.426654,SMALL_FAR|CROWDED,0.412448,0.379785,HIGH,0.376251,42,86,86,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C138,data/clips/interrupted_2026-09-17_C138.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,15070.0,15190.0,120.0,30.0,1920,1080,h264,018f2d542aa16a7f1908499e531410746275459583799369f88df54d6b0c6793,PASS,WARNING,12,0.258090,9.636,NOT_INFERRED_NO_DETECTOR,0.288327,0.305107,0.367580,0.041398,0.219919,0.258090,0.909091,0.458996,0.710973,0.557807,0.327365,0.000000,0.803030,0.434538,SMALL_FAR|CROWDED,0.436669,0.396093,HIGH,0.405845,24,61,61,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C139,data/clips/interrupted_2026-09-17_C139.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,15180.0,15300.0,120.0,30.0,1920,1080,h264,d66c3e93ef3e8b5798fc3951aeaf52160d2126bfd31a32a19ad9acb41c4524a4,PASS,WARNING,12,0.118883,7.182,NOT_INFERRED_NO_DETECTOR,0.174599,0.204342,0.359183,0.069389,0.143886,0.118883,0.909091,0.134337,0.754942,0.382664,0.289971,0.000000,0.598485,0.270650,SMALL_FAR,0.365233,0.304370,MEDIUM,0.275233,112,191,191,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C140,data/clips/interrupted_2026-09-17_C140.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,15290.0,15410.0,120.0,30.0,1920,1080,h264,a360f6d004ceaa81af8c13e6bf91a17f0bc7bcae6014566bb38f7f206a141a22,PASS,WARNING,12,0.265088,8.545,NOT_INFERRED_NO_DETECTOR,0.295826,0.350093,0.347196,0.109348,0.242199,0.265088,0.909091,0.514515,0.737800,0.510956,0.317159,0.000000,0.712121,0.450011,SMALL_FAR|CROWDED,0.427616,0.404508,HIGH,0.417738,19,51,51,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C141,data/clips/interrupted_2026-09-17_C141.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,15400.0,15520.0,120.0,30.0,1920,1080,h264,807e82ddd6525dc927558e5b64f883e028da887de583be5dccb3cc6461c645c6,PASS,WARNING,12,0.158163,7.273,NOT_INFERRED_NO_DETECTOR,0.236732,0.336266,0.350620,0.097935,0.183896,0.158163,0.909091,0.297922,0.771037,0.404507,0.340389,0.000000,0.606061,0.326569,SMALL_FAR,0.389024,0.341703,MEDIUM,0.334476,63,124,124,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
interrupted_2026-09-17_C142,data/clips/interrupted_2026-09-17_C142.mp4,interrupted_2026-09-17,NUGc3nLuGsI,UNRESOLVED,15510.0,15630.0,120.0,30.0,1920,1080,h264,c0e41b57828a2218ad1029967c59ac1a69e588fa097e4e98704aeaa271264fe2,PASS,WARNING,12,0.330533,9.455,NOT_INFERRED_NO_DETECTOR,0.393376,0.399259,0.331980,0.160066,0.284737,0.330533,0.909091,0.685475,0.739032,0.582073,0.376078,0.000000,0.787879,0.574971,SMALL_FAR|CROWDED,0.478231,0.460755,HIGH,0.498012,2,8,8,YES,SELECTED,source_coverage=interrupted_2026-09-17; event_likelihood=HIGH; hardcase=SMALL_FAR|CROWDED; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
