clip_id,clip_path,source_id,source_video_id,camera_id,source_start_sec,source_end_sec,duration_sec,fps,width,height,codec,sha256,qc_status,metadata_status,sampled_frame_count,vehicle_density_score,object_count_estimate,observed_classes,activity_score,motion_variation_score,brightness_score,low_light_score,visual_variation_score,foreground_occupancy_score,persistence_score,diversity_score,small_far_score,occlusion_score,boundary_edge_score,blur_score,crowded_score,fast_motion_score,hardcase_tags,hardcase_score,event_likelihood_score,event_likelihood_level,candidate_score,source_rank,global_rank,selection_rank,recommended_for_shortlist,selection_status,selection_reason,manual_review_status,manual_review_label,manual_review_notes,signal_status,prediction_status,notes
YppQ6BEHAKY_C032,data/clips/YppQ6BEHAKY_C032.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3410.0,3530.0,120.0,30.0,1920,1080,h264,0ed5757ee9ca0ef5885e815feb4f90c254152f8981cef2228039447b324ac706,PASS,WARNING,12,0.101992,4.091,NOT_INFERRED_NO_DETECTOR,0.227954,0.226406,0.423577,0.000000,0.070837,0.101992,0.909091,0.108858,0.614935,0.233396,0.159957,0.000000,0.340909,0.316679,,0.258305,0.299885,MEDIUM,0.245226,31,263,263,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C033,data/clips/YppQ6BEHAKY_C033.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3520.0,3640.0,120.0,30.0,1920,1080,h264,ffdf640ea130f5a84e8f2ad9b8b1e24a35fe00e046606fe74bd809903f098c93,PASS,WARNING,12,0.069227,5.455,NOT_INFERRED_NO_DETECTOR,0.190306,0.198769,0.419318,0.000000,0.075652,0.069227,0.818182,0.098722,0.830736,0.281152,0.091342,0.000000,0.454545,0.265883,SMALL_FAR,0.306315,0.260355,MEDIUM,0.235724,41,306,306,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C034,data/clips/YppQ6BEHAKY_C034.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3630.0,3750.0,120.0,30.0,1920,1080,h264,4d023eedabe6a609904a6b2dea4d18d03f67dcba0a145d973101e6abf02f75b7,PASS,WARNING,12,0.100022,4.091,NOT_INFERRED_NO_DETECTOR,0.221381,0.276985,0.421741,0.000000,0.089441,0.100022,0.818182,0.089294,0.727489,0.232510,0.116883,0.000000,0.340909,0.383260,SMALL_FAR,0.280400,0.281698,MEDIUM,0.239464,37,290,290,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C035,data/clips/YppQ6BEHAKY_C035.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3740.0,3860.0,120.0,30.0,1920,1080,h264,2764472de88962a5083ce9f0f1e2381e32bd02f57eb7521b8a813fc043591ad2,PASS,WARNING,12,0.063794,4.727,NOT_INFERRED_NO_DETECTOR,0.180915,0.172801,0.425302,0.000000,0.054501,0.063794,0.818182,0.154497,0.740909,0.245374,0.062879,0.000000,0.393939,0.239197,SMALL_FAR,0.268253,0.252166,MEDIUM,0.230540,46,331,331,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C036,data/clips/YppQ6BEHAKY_C036.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3850.0,3970.0,120.0,30.0,1920,1080,h264,8b72cb88d4932483b91a8217c35559814f0b45564de86da86b86f55152150ea5,PASS,WARNING,12,0.092200,4.455,NOT_INFERRED_NO_DETECTOR,0.200839,0.186831,0.425539,0.000000,0.063898,0.092200,0.909091,0.120893,0.632576,0.245657,0.124242,0.000000,0.371212,0.263275,,0.256637,0.287985,MEDIUM,0.238674,38,294,294,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C037,data/clips/YppQ6BEHAKY_C037.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,3960.0,4080.0,120.0,30.0,1920,1080,h264,46d34408e58815c12684f4a17496bc39b0d8ca8113daed6fed9fba2327be587e,PASS,WARNING,12,0.082456,3.636,NOT_INFERRED_NO_DETECTOR,0.188608,0.288031,0.425555,0.000000,0.072654,0.082456,0.636364,0.140142,0.736364,0.203772,0.086364,0.000000,0.303030,0.404850,SMALL_FAR,0.270231,0.225673,LOW,0.218306,58,377,377,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C038,data/clips/YppQ6BEHAKY_C038.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4070.0,4190.0,120.0,30.0,1920,1080,h264,3100860f8f97c3b14531e3f97b917dd5b0b21651eca9562018bc6beced17521d,PASS,WARNING,12,0.064028,3.545,NOT_INFERRED_NO_DETECTOR,0.172319,0.166434,0.422587,0.000000,0.070502,0.064028,0.818182,0.153936,0.690909,0.191313,0.165152,0.000000,0.295455,0.231787,SMALL_FAR,0.249356,0.252804,MEDIUM,0.224384,53,355,355,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C039,data/clips/YppQ6BEHAKY_C039.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4180.0,4300.0,120.0,30.0,1920,1080,h264,b981e86c8c49846d4de2df86aca22d875bd9db2f401f305331822a3f3bb0cac9,PASS,WARNING,12,0.069239,5.091,NOT_INFERRED_NO_DETECTOR,0.182287,0.195718,0.418574,0.000000,0.059009,0.069239,0.909091,0.115880,0.779978,0.264491,0.119156,0.000000,0.424242,0.244458,SMALL_FAR,0.291320,0.274289,MEDIUM,0.239504,36,289,289,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C040,data/clips/YppQ6BEHAKY_C040.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4290.0,4410.0,120.0,30.0,1920,1080,h264,648908614642d7073383f533aa901741e18222f959cea0cf8164912bc752d260,PASS,WARNING,12,0.077604,3.909,NOT_INFERRED_NO_DETECTOR,0.207560,0.256264,0.423847,0.000000,0.065338,0.077604,0.727273,0.137065,0.738636,0.214089,0.085606,0.000000,0.325758,0.354563,SMALL_FAR,0.269581,0.246915,MEDIUM,0.228766,48,335,335,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C041,data/clips/YppQ6BEHAKY_C041.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4400.0,4520.0,120.0,30.0,1920,1080,h264,e80a902e27af0e74cbf3fcc67b00813abe892549aa614be59e84ddd0affee6fe,PASS,WARNING,12,0.184236,5.455,NOT_INFERRED_NO_DETECTOR,0.352517,0.508835,0.415288,0.000000,0.125233,0.184236,0.909091,0.319004,0.678571,0.332906,0.203247,0.000000,0.454545,0.518281,SMALL_FAR,0.332125,0.371271,HIGH,0.348651,2,117,117,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=HIGH; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C042,data/clips/YppQ6BEHAKY_C042.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4510.0,4630.0,120.0,30.0,1920,1080,h264,e7e5f0182a498a1757040f0c5272ea4313c125214d8fbcd7fe0ff4398495ee4c,PASS,WARNING,12,0.150032,5.727,NOT_INFERRED_NO_DETECTOR,0.271479,0.314944,0.419665,0.000000,0.102973,0.150032,0.909091,0.155111,0.543723,0.330014,0.196970,0.000000,0.477273,0.399220,,0.295918,0.333754,MEDIUM,0.283531,11,170,170,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C043,data/clips/YppQ6BEHAKY_C043.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4620.0,4740.0,120.0,30.0,1920,1080,h264,4a3f988ae536f538c9961fbfafbe1d0dc7c2de814009907d3c77b70d63acf8be,PASS,WARNING,12,0.058633,5.273,NOT_INFERRED_NO_DETECTOR,0.158235,0.172697,0.428238,0.000000,0.075946,0.058633,0.727273,0.144288,0.803030,0.268052,0.107071,0.000000,0.439394,0.230833,SMALL_FAR,0.295066,0.229056,LOW,0.223782,54,359,359,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C044,data/clips/YppQ6BEHAKY_C044.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4730.0,4850.0,120.0,30.0,1920,1080,h264,71b4c382148841e48927ff8b60fb11afb012e7312809bb039d38df78f49a8660,PASS,WARNING,12,0.172895,6.636,NOT_INFERRED_NO_DETECTOR,0.297706,0.356495,0.425147,0.000000,0.089998,0.172895,0.909091,0.201499,0.627742,0.381969,0.184019,0.000000,0.553030,0.461495,,0.336096,0.346274,MEDIUM,0.311537,3,142,142,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=NORMAL_CASE; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C045,data/clips/YppQ6BEHAKY_C045.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4840.0,4960.0,120.0,30.0,1920,1080,h264,6ad7baf7e064fef082ca41ca917a153c3fba31aad26d2c1b938523a2407261f1,PASS,WARNING,12,0.118185,4.727,NOT_INFERRED_NO_DETECTOR,0.259016,0.237470,0.422172,0.000000,0.103568,0.118185,0.909091,0.118231,0.482251,0.269850,0.104762,0.000000,0.393939,0.339527,,0.243024,0.319668,MEDIUM,0.254671,23,224,224,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C046,data/clips/YppQ6BEHAKY_C046.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,4950.0,5070.0,120.0,30.0,1920,1080,h264,2934e0971d90b06b35bd518565d06a50d4d797fe469507cbde912caa3d1bd8c2,PASS,WARNING,12,0.130019,5.364,NOT_INFERRED_NO_DETECTOR,0.261598,0.288493,0.423266,0.000000,0.089902,0.130019,0.909091,0.127549,0.678030,0.304342,0.128030,0.000000,0.446970,0.423633,SMALL_FAR,0.304929,0.321929,MEDIUM,0.274941,15,192,192,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C047,data/clips/YppQ6BEHAKY_C047.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5060.0,5180.0,120.0,30.0,1920,1080,h264,8971c2741b61e65e82f5c19b8c37c66ff1fecef3a56fb9093d92e287474d78f1,PASS,WARNING,12,0.118160,4.545,NOT_INFERRED_NO_DETECTOR,0.252974,0.364011,0.421620,0.000000,0.085897,0.118160,0.818182,0.135373,0.721861,0.261505,0.220779,0.000000,0.378788,0.421388,SMALL_FAR,0.308628,0.295757,MEDIUM,0.265358,20,207,207,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C048,data/clips/YppQ6BEHAKY_C048.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5170.0,5290.0,120.0,30.0,1920,1080,h264,57b9749100b7e4f3f62bdc0ce67e230d23f7b9fb415191df9087598559602677,PASS,WARNING,12,0.273090,7.273,NOT_INFERRED_NO_DETECTOR,0.436314,0.487896,0.420104,0.000000,0.172853,0.273090,0.909091,0.523986,0.664791,0.456224,0.260823,0.000000,0.606061,0.634739,SMALL_FAR,0.393187,0.432678,HIGH,0.438492,1,35,35,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=HIGH; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C049,data/clips/YppQ6BEHAKY_C049.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5280.0,5400.0,120.0,30.0,1920,1080,h264,204fc8e18a411fa86239d059145c11f206f2fcbf116ef4c06c18d10d6610b37d,PASS,WARNING,12,0.144280,6.636,NOT_INFERRED_NO_DETECTOR,0.275054,0.313130,0.426751,0.000000,0.088856,0.144280,0.909091,0.150130,0.691811,0.369093,0.171320,0.000000,0.553030,0.416159,SMALL_FAR,0.338608,0.330223,MEDIUM,0.293534,9,161,161,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C050,data/clips/YppQ6BEHAKY_C050.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5390.0,5510.0,120.0,30.0,1920,1080,h264,086c433f1cda5910c482b487cb3b8a860c7a73725634b024eeda49b8e9f93a39,PASS,WARNING,12,0.115035,6.091,NOT_INFERRED_NO_DETECTOR,0.221740,0.256012,0.424445,0.000000,0.077476,0.115035,0.909091,0.085045,0.643939,0.330932,0.219156,0.000000,0.507576,0.326032,,0.313257,0.303836,MEDIUM,0.257240,21,219,219,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=NORMAL_CASE; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C051,data/clips/YppQ6BEHAKY_C051.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5500.0,5620.0,120.0,30.0,1920,1080,h264,aa873fec3adb6fbad11f1d98ef74cbbd7b26f3632c79b3590e84f9adcbc9ef29,PASS,WARNING,12,0.152314,7.727,NOT_INFERRED_NO_DETECTOR,0.269199,0.324197,0.423264,0.000000,0.101658,0.152314,0.909091,0.168823,0.715729,0.422708,0.290043,0.000000,0.643939,0.438204,SMALL_FAR,0.384231,0.333678,MEDIUM,0.310421,4,144,144,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C052,data/clips/YppQ6BEHAKY_C052.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5610.0,5730.0,120.0,30.0,1920,1080,h264,bf8f987d020a4d6a4fe504d728b57e8bfb17759de54d4e17593564081a3654ee,PASS,WARNING,12,0.117014,7.545,NOT_INFERRED_NO_DETECTOR,0.235766,0.301281,0.430950,0.000000,0.094940,0.117014,0.909091,0.100203,0.707107,0.398490,0.168434,0.000000,0.628788,0.341420,SMALL_FAR,0.348225,0.311440,MEDIUM,0.274636,16,193,193,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C053,data/clips/YppQ6BEHAKY_C053.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5720.0,5840.0,120.0,30.0,1920,1080,h264,7b2c5ea8a031100b2a94e1e64558c7114450a13f1888564d0aaf71b56c32960b,PASS,WARNING,12,0.130306,9.364,NOT_INFERRED_NO_DETECTOR,0.234363,0.268428,0.429360,0.000000,0.073066,0.130306,0.909091,0.143483,0.759302,0.487804,0.151585,0.000000,0.780303,0.352893,SMALL_FAR|CROWDED,0.393385,0.311643,MEDIUM,0.294988,8,157,157,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C054,data/clips/YppQ6BEHAKY_C054.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5830.0,5950.0,120.0,30.0,1920,1080,h264,04f59c60b81bf853e34315ae590ad7981036abcd2809437a74a182ead758863b,PASS,WARNING,12,0.148955,7.364,NOT_INFERRED_NO_DETECTOR,0.277420,0.387780,0.427953,0.000000,0.112521,0.148955,0.909091,0.190453,0.737879,0.404530,0.079215,0.000000,0.613636,0.468524,SMALL_FAR,0.354947,0.336711,MEDIUM,0.308376,6,146,146,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C055,data/clips/YppQ6BEHAKY_C055.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,5940.0,6060.0,120.0,30.0,1920,1080,h264,1bae7b25115bf8bd69d53ff392bfd7df93a681f25d9904bbf04a4347f1b9735b,PASS,WARNING,12,0.106392,6.364,NOT_INFERRED_NO_DETECTOR,0.206144,0.179219,0.428336,0.000000,0.063965,0.106392,0.909091,0.099524,0.663843,0.339543,0.121143,0.000000,0.530303,0.259873,SMALL_FAR,0.300021,0.294255,MEDIUM,0.250245,27,242,242,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C056,data/clips/YppQ6BEHAKY_C056.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6050.0,6170.0,120.0,30.0,1920,1080,h264,23cf14ee0a94d0c9813d43ca9bb66ae0e1bee5831a211b7ccca68eabcd905b50,PASS,WARNING,12,0.138741,7.182,NOT_INFERRED_NO_DETECTOR,0.261382,0.236529,0.429464,0.000000,0.094007,0.138741,0.909091,0.103529,0.666486,0.391600,0.189542,0.000000,0.598485,0.345580,SMALL_FAR,0.338555,0.325575,MEDIUM,0.281538,13,174,174,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C057,data/clips/YppQ6BEHAKY_C057.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6160.0,6280.0,120.0,30.0,1920,1080,h264,9187596048b6679b7ed5bf148695cf28869fde3c69e07b3dd4a9a7ad9afdac19,PASS,WARNING,12,0.098797,5.000,NOT_INFERRED_NO_DETECTOR,0.209584,0.238226,0.431964,0.000000,0.069639,0.098797,0.909091,0.091063,0.716667,0.273625,0.162121,0.000000,0.416667,0.270294,SMALL_FAR,0.289106,0.293623,MEDIUM,0.245813,29,259,259,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C058,data/clips/YppQ6BEHAKY_C058.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6270.0,6390.0,120.0,30.0,1920,1080,h264,e7d4ffc92ff77f0aab5a1030df0b031e935f2405dcd27105104ea1b7d1d8eb12,PASS,WARNING,12,0.120189,6.909,NOT_INFERRED_NO_DETECTOR,0.237807,0.318083,0.427164,0.000000,0.072775,0.120189,0.909091,0.120750,0.725253,0.370752,0.162049,0.000000,0.575758,0.284900,SMALL_FAR,0.331447,0.309081,MEDIUM,0.272891,18,197,197,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C059,data/clips/YppQ6BEHAKY_C059.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6380.0,6500.0,120.0,30.0,1920,1080,h264,c0e0cb3b5f9d7ab5674efb1665603e782b66b1fe133008fab9783bbf889c09b8,PASS,WARNING,12,0.086581,5.818,NOT_INFERRED_NO_DETECTOR,0.198135,0.168959,0.430959,0.000000,0.069310,0.086581,0.909091,0.111266,0.691991,0.305628,0.077020,0.000000,0.484848,0.240715,SMALL_FAR,0.284591,0.286319,MEDIUM,0.243743,32,270,270,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C060,data/clips/YppQ6BEHAKY_C060.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6490.0,6610.0,120.0,30.0,1920,1080,h264,882d5f8d4a51f1bd43c1aa789e6a4dca8c30c168f8fc94432a2e40751cd4f464,PASS,WARNING,12,0.089918,6.091,NOT_INFERRED_NO_DETECTOR,0.211666,0.191691,0.428844,0.000000,0.062795,0.089918,0.818182,0.110628,0.760606,0.319630,0.029545,0.000000,0.507576,0.283552,SMALL_FAR,0.301032,0.270843,MEDIUM,0.243356,34,272,272,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C061,data/clips/YppQ6BEHAKY_C061.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6600.0,6720.0,120.0,30.0,1920,1080,h264,78c9dfef9b3a2673c9ad692713d3599ca3ec9952a2605cf30e000e23b836845c,PASS,WARNING,12,0.155773,6.818,NOT_INFERRED_NO_DETECTOR,0.287885,0.340888,0.424246,0.000000,0.102430,0.155773,0.909091,0.174967,0.789279,0.382598,0.119353,0.000000,0.568182,0.462670,SMALL_FAR,0.358773,0.340038,MEDIUM,0.309313,5,145,145,YES,SELECTED,source_coverage=YppQ6BEHAKY; event_likelihood=MEDIUM; hardcase=SMALL_FAR; diversity_aware_rank; selection_signal_only_not_ground_truth,PENDING,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C062,data/clips/YppQ6BEHAKY_C062.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6710.0,6830.0,120.0,30.0,1920,1080,h264,62481eaca67182b6ca8548974896d2ef36362a363b584340e7379bf48a7e75d3,PASS,WARNING,12,0.132895,7.364,NOT_INFERRED_NO_DETECTOR,0.248512,0.223662,0.429050,0.000000,0.073069,0.132895,0.909091,0.113058,0.747580,0.397303,0.125969,0.000000,0.613636,0.324778,SMALL_FAR,0.344978,0.316344,MEDIUM,0.279630,14,178,178,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
YppQ6BEHAKY_C063,data/clips/YppQ6BEHAKY_C063.mp4,YppQ6BEHAKY,YppQ6BEHAKY,UNRESOLVED,6820.0,6940.0,120.0,30.0,1920,1080,h264,d14295a64e92a53278a651df115a60bfaebf36f764f32ea050aa70bec0994381,PASS,WARNING,12,0.106275,7.273,NOT_INFERRED_NO_DETECTOR,0.205640,0.190008,0.435631,0.000000,0.057826,0.106275,0.909091,0.089124,0.742063,0.381157,0.094444,0.000000,0.606061,0.267078,SMALL_FAR,0.329175,0.292974,MEDIUM,0.255937,22,223,223,NO,NOT_SELECTED,,,,,COMPUTED,COMPUTED_SELECTION_SIGNAL_NOT_GROUND_TRUTH,"OpenCV image/motion heuristics only; vehicle_density_score and object_count_estimate are moving-region proxies, not detections; event_likelihood is not ground truth violation."
