clip_id,source_id,session_id,file_path,file_name,file_size_mb,sha256,source_start_sec,source_end_sec,duration_sec,fps,frame_count,width,height,codec,metadata_source,decode_ok,decode_error_count,first_frame_ok,middle_frame_ok,last_frame_ok,full_decode_ok,duplicate_group,overlap_group,overlap_status,overlap_max_sec,overlap_max_ratio,qc_status,qc_notes
LF_ZmCAo38w_C063,LF_ZmCAo38w,,data/clips/LF_ZmCAo38w_C063.mp4,LF_ZmCAo38w_C063.mp4,128.049,d035f0a9f932527d9ca3aaf8c33320a9693f3f96a0899dc7ce37333d05386344,6820.0,6940.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL001,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
LF_ZmCAo38w_C064,LF_ZmCAo38w,,data/clips/LF_ZmCAo38w_C064.mp4,LF_ZmCAo38w_C064.mp4,123.244,9e9003a46af4d467895375ec30e37069e46fb5a29002bd2bf3e6edf414b96bb7,6930.0,7050.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL001,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
LF_ZmCAo38w_C065,LF_ZmCAo38w,,data/clips/LF_ZmCAo38w_C065.mp4,LF_ZmCAo38w_C065.mp4,113.928,6dec47d5b5592fb8ef21e87d8f9669a8c10cbe7cac1a9fa4054fc30ae0a22cad,7040.0,7160.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL001,CHECKED_OVERLAP,10.0,0.19354339242858373,PASS,
LF_ZmCAo38w_C066,LF_ZmCAo38w,,data/clips/LF_ZmCAo38w_C066.mp4,LF_ZmCAo38w_C066.mp4,42.697,5fc62d814358165de6705a9404c19279570642acc311a39101e05a550447f03a,7150.0,7201.668,51.668005,30.0,1548,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL001,CHECKED_OVERLAP,10.0,0.19354339242858373,PASS,
YppQ6BEHAKY_C001,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C001.mp4,YppQ6BEHAKY_C001.mp4,132.653,ebad9a55d436144eec4b709ab123f3f1d85c88ddd63f444c8db65909a4dd6f50,0.0,120.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C002,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C002.mp4,YppQ6BEHAKY_C002.mp4,124.455,47a16a3672c3127f2d5488a71de63ac4275c6fa3b266f2d9d001fc84aa1325db,110.0,230.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C003,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C003.mp4,YppQ6BEHAKY_C003.mp4,124.779,b7880f360fa5c8c7fedefa663346f50c5ebe3c31584c553d30bfa5541bac3630,220.0,340.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C004,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C004.mp4,YppQ6BEHAKY_C004.mp4,129.177,c966dd80f8c0345245e0e24d0d82561f46fff518a4ae0be78c89ce5be5dc580f,330.0,450.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C005,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C005.mp4,YppQ6BEHAKY_C005.mp4,121.871,a66c184cce341ea58252a5c4a9aeb2267f8a42d3928df6708c2b6d7704f8c802,440.0,560.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C006,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C006.mp4,YppQ6BEHAKY_C006.mp4,129.296,59f945f53203b8a84f693f180c0140b72807c65de9e8a9233a28bc50268a0cfe,550.0,670.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C007,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C007.mp4,YppQ6BEHAKY_C007.mp4,126.589,1806788d5d3c6d65b376cb2e45ad83d75591eb8b5d3cf026ab04e832a9c6882d,660.0,780.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C008,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C008.mp4,YppQ6BEHAKY_C008.mp4,128.006,c5923a212bced2f536d28a7839a09325a1effa709c3cde4882467c8fbcc423c6,770.0,890.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C009,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C009.mp4,YppQ6BEHAKY_C009.mp4,132.222,f2ad25a520647228d811686be9681d3d61a25ef7b4815cbf57878c86e81d120e,880.0,1000.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C010,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C010.mp4,YppQ6BEHAKY_C010.mp4,134.219,f83f7bb600c8631b91f457292c0e45e60bc9fb7b418201c01ac741a0f3ba91c0,990.0,1110.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C011,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C011.mp4,YppQ6BEHAKY_C011.mp4,131.933,b63d71e4e4d45219c450eda541342ce00dc15a776d65f717312e9091c7bf3067,1100.0,1220.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C012,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C012.mp4,YppQ6BEHAKY_C012.mp4,115.327,d28603c871553414173675ec50e75168d7363b0da5fc38028e7a522bb42c7ccb,1210.0,1330.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C013,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C013.mp4,YppQ6BEHAKY_C013.mp4,128.468,77940663ca1990defefcfb705784fd58f960df08a2825ce7e1747a752c48fc28,1320.0,1440.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C014,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C014.mp4,YppQ6BEHAKY_C014.mp4,125.27,7494e86fa19b2ba296ed3bd8becc865350f34998683dd91693d8a475ac924fae,1430.0,1550.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C015,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C015.mp4,YppQ6BEHAKY_C015.mp4,124.357,f08732b850b9d08163fc1a7a8fa96949251c1242cae6b7042e349dae2f9e9f26,1540.0,1660.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C016,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C016.mp4,YppQ6BEHAKY_C016.mp4,129.128,c69be91b014a562022323afaf63f0e299b3be209786902a2ab4e095600213aeb,1650.0,1770.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C017,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C017.mp4,YppQ6BEHAKY_C017.mp4,113.268,37b52a49618dfa835964ace40a6fbbba16373b5f4b3884cfe241a3f5f94772af,1760.0,1880.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C018,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C018.mp4,YppQ6BEHAKY_C018.mp4,110.727,c13f84d7eb02f57d5a0fef598c328704855ad4ca3f5bb39c2c49621cb2cec659,1870.0,1990.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C019,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C019.mp4,YppQ6BEHAKY_C019.mp4,111.918,de0c8274f933d8870851d1ccb95a8180a448ce54eb76556a71aee2366319b61b,1980.0,2100.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C020,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C020.mp4,YppQ6BEHAKY_C020.mp4,106.721,df6ed82381e9adab5c781836e9dc856628ece698783b08855e8714a33fc99ade,2090.0,2210.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C021,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C021.mp4,YppQ6BEHAKY_C021.mp4,114.863,0f2ea57acfdb1f9c4102940d2e790750fba142ec19fdd7d44ae63301982f8c7f,2200.0,2320.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C022,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C022.mp4,YppQ6BEHAKY_C022.mp4,139.053,9dff3cc0a312c3ea43d5ef4c06ddd756ce27e66e1d24e28c8fae7dc72214a6a8,2310.0,2430.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C023,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C023.mp4,YppQ6BEHAKY_C023.mp4,113.371,5189e3fa294cf2db2dc1b59cab4a34d0d36e2942e661730c80b8a943c23b27d6,2420.0,2540.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C024,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C024.mp4,YppQ6BEHAKY_C024.mp4,130.564,af91b29d4e315215d83503b3836a5a817af5503dd08a14b1a07fc837bed6a6dc,2530.0,2650.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C025,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C025.mp4,YppQ6BEHAKY_C025.mp4,131.651,246236a52ec8e381f1c4b0381178c3f602deffe854c7bf65c65caa9402a640a3,2640.0,2760.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C026,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C026.mp4,YppQ6BEHAKY_C026.mp4,119.422,38ae417e021123fede1ad0cb3a9a478c1e273913e07e3c63ef02f3346a0eadcd,2750.0,2870.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C027,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C027.mp4,YppQ6BEHAKY_C027.mp4,122.113,52167a317aaf32b7b7e5d75dd61142020fb2674f76fefc94fbeca8d368ed56ca,2860.0,2980.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C028,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C028.mp4,YppQ6BEHAKY_C028.mp4,125.454,9f8f47d7e0ff29d572f4933264e00272c62676f7d351f1a70f40707a1fa6b085,2970.0,3090.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C029,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C029.mp4,YppQ6BEHAKY_C029.mp4,127.543,9b9c72ffd8eceee55cc54fad5aeafa7dd8405af2fe8c009755c5f6152201167f,3080.0,3200.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C030,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C030.mp4,YppQ6BEHAKY_C030.mp4,115.174,7b774353f51771459b3f0dcfdf0fe029ad4d84061025819176a7de95e9da5635,3190.0,3310.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C031,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C031.mp4,YppQ6BEHAKY_C031.mp4,133.205,4e5fe70e71abc4744fb88f3f96490b3e8707e848a00fbc37e500f1db2bdda150,3300.0,3420.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C032,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C032.mp4,YppQ6BEHAKY_C032.mp4,132.691,0ed5757ee9ca0ef5885e815feb4f90c254152f8981cef2228039447b324ac706,3410.0,3530.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C033,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C033.mp4,YppQ6BEHAKY_C033.mp4,126.209,ffdf640ea130f5a84e8f2ad9b8b1e24a35fe00e046606fe74bd809903f098c93,3520.0,3640.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C034,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C034.mp4,YppQ6BEHAKY_C034.mp4,123.847,4d023eedabe6a609904a6b2dea4d18d03f67dcba0a145d973101e6abf02f75b7,3630.0,3750.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C035,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C035.mp4,YppQ6BEHAKY_C035.mp4,134.94,2764472de88962a5083ce9f0f1e2381e32bd02f57eb7521b8a813fc043591ad2,3740.0,3860.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C036,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C036.mp4,YppQ6BEHAKY_C036.mp4,119.044,8b72cb88d4932483b91a8217c35559814f0b45564de86da86b86f55152150ea5,3850.0,3970.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C037,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C037.mp4,YppQ6BEHAKY_C037.mp4,117.534,46d34408e58815c12684f4a17496bc39b0d8ca8113daed6fed9fba2327be587e,3960.0,4080.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C038,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C038.mp4,YppQ6BEHAKY_C038.mp4,121.06,3100860f8f97c3b14531e3f97b917dd5b0b21651eca9562018bc6beced17521d,4070.0,4190.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C039,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C039.mp4,YppQ6BEHAKY_C039.mp4,135.834,b981e86c8c49846d4de2df86aca22d875bd9db2f401f305331822a3f3bb0cac9,4180.0,4300.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C040,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C040.mp4,YppQ6BEHAKY_C040.mp4,140.261,648908614642d7073383f533aa901741e18222f959cea0cf8164912bc752d260,4290.0,4410.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C041,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C041.mp4,YppQ6BEHAKY_C041.mp4,136.296,e80a902e27af0e74cbf3fcc67b00813abe892549aa614be59e84ddd0affee6fe,4400.0,4520.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C042,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C042.mp4,YppQ6BEHAKY_C042.mp4,123.528,e7e5f0182a498a1757040f0c5272ea4313c125214d8fbcd7fe0ff4398495ee4c,4510.0,4630.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C043,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C043.mp4,YppQ6BEHAKY_C043.mp4,108.794,4a3f988ae536f538c9961fbfafbe1d0dc7c2de814009907d3c77b70d63acf8be,4620.0,4740.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C044,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C044.mp4,YppQ6BEHAKY_C044.mp4,123.681,71b4c382148841e48927ff8b60fb11afb012e7312809bb039d38df78f49a8660,4730.0,4850.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C045,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C045.mp4,YppQ6BEHAKY_C045.mp4,141.96,6ad7baf7e064fef082ca41ca917a153c3fba31aad26d2c1b938523a2407261f1,4840.0,4960.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C046,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C046.mp4,YppQ6BEHAKY_C046.mp4,139.141,2934e0971d90b06b35bd518565d06a50d4d797fe469507cbde912caa3d1bd8c2,4950.0,5070.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C047,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C047.mp4,YppQ6BEHAKY_C047.mp4,141.659,8971c2741b61e65e82f5c19b8c37c66ff1fecef3a56fb9093d92e287474d78f1,5060.0,5180.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C048,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C048.mp4,YppQ6BEHAKY_C048.mp4,150.366,57b9749100b7e4f3f62bdc0ce67e230d23f7b9fb415191df9087598559602677,5170.0,5290.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C049,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C049.mp4,YppQ6BEHAKY_C049.mp4,140.912,204fc8e18a411fa86239d059145c11f206f2fcbf116ef4c06c18d10d6610b37d,5280.0,5400.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C050,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C050.mp4,YppQ6BEHAKY_C050.mp4,127.812,086c433f1cda5910c482b487cb3b8a860c7a73725634b024eeda49b8e9f93a39,5390.0,5510.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C051,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C051.mp4,YppQ6BEHAKY_C051.mp4,129.972,aa873fec3adb6fbad11f1d98ef74cbbd7b26f3632c79b3590e84f9adcbc9ef29,5500.0,5620.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C052,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C052.mp4,YppQ6BEHAKY_C052.mp4,118.726,bf8f987d020a4d6a4fe504d728b57e8bfb17759de54d4e17593564081a3654ee,5610.0,5730.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C053,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C053.mp4,YppQ6BEHAKY_C053.mp4,116.824,7b2c5ea8a031100b2a94e1e64558c7114450a13f1888564d0aaf71b56c32960b,5720.0,5840.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C054,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C054.mp4,YppQ6BEHAKY_C054.mp4,125.448,04f59c60b81bf853e34315ae590ad7981036abcd2809437a74a182ead758863b,5830.0,5950.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C055,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C055.mp4,YppQ6BEHAKY_C055.mp4,119.857,1bae7b25115bf8bd69d53ff392bfd7df93a681f25d9904bbf04a4347f1b9735b,5940.0,6060.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C056,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C056.mp4,YppQ6BEHAKY_C056.mp4,126.167,23cf14ee0a94d0c9813d43ca9bb66ae0e1bee5831a211b7ccca68eabcd905b50,6050.0,6170.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C057,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C057.mp4,YppQ6BEHAKY_C057.mp4,123.249,9187596048b6679b7ed5bf148695cf28869fde3c69e07b3dd4a9a7ad9afdac19,6160.0,6280.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C058,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C058.mp4,YppQ6BEHAKY_C058.mp4,122.761,e7d4ffc92ff77f0aab5a1030df0b031e935f2405dcd27105104ea1b7d1d8eb12,6270.0,6390.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C059,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C059.mp4,YppQ6BEHAKY_C059.mp4,127.748,c0e0cb3b5f9d7ab5674efb1665603e782b66b1fe133008fab9783bbf889c09b8,6380.0,6500.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C060,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C060.mp4,YppQ6BEHAKY_C060.mp4,128.88,882d5f8d4a51f1bd43c1aa789e6a4dca8c30c168f8fc94432a2e40751cd4f464,6490.0,6610.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C061,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C061.mp4,YppQ6BEHAKY_C061.mp4,137.734,78c9dfef9b3a2673c9ad692713d3599ca3ec9952a2605cf30e000e23b836845c,6600.0,6720.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C062,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C062.mp4,YppQ6BEHAKY_C062.mp4,129.696,62481eaca67182b6ca8548974896d2ef36362a363b584340e7379bf48a7e75d3,6710.0,6830.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C063,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C063.mp4,YppQ6BEHAKY_C063.mp4,122.479,d14295a64e92a53278a651df115a60bfaebf36f764f32ea050aa70bec0994381,6820.0,6940.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
YppQ6BEHAKY_C064,YppQ6BEHAKY,,data/clips/YppQ6BEHAKY_C064.mp4,YppQ6BEHAKY_C064.mp4,125.116,4212e27fd7b2d5cd8157848b495e6afd4808764d39b38e9579b11921f87cc225,6930.0,7050.0,120.0,30.0,3600,1920,1080,h264,ffprobe,True,0,True,True,True,,,OVL002,CHECKED_OVERLAP,10.0,0.08333333333333333,PASS,
